#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Experimental role(s) interactor A	Experimental role(s) interactor B	Biological role(s) interactor A	Biological role(s) interactor B	Properties interactor A	Properties interactor B	Type(s) interactor A	Type(s) interactor B	HostOrganism(s)	Expansion method(s)	Dataset name(s)	Annotation(s) interactor A	Annotation(s) interactor B	Parameter(s) interactor A	Parameter(s) interactor B	Parameter(s) interaction
uniprotkb:P42574	uniprotkb:Q92804	-	-	-	-	-	Alves J	pubmed:19426707	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCASP3_HUMAN > RBP56_HUMAN @ 109	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P50281	uniprotkb:P08253	-	-	-	-	-	Pei D	pubmed:8621565	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP14_HUMAN > MMP2_HUMAN @ 109	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:P08122	-	-	-	-	-	auf dem Keller U	pubmed:20305283	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > CO4A2_MOUSE @ 109	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P55210	uniprotkb:P54259	-	-	-	-	-	Ellerby LM	pubmed:10085113	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCASP7_HUMAN > ATN1_HUMAN @ 109	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P18242	uniprotkb:P52480	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATD_MOUSE > KPYM_MOUSE @ 109	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P70269	uniprotkb:P10107	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATE_MOUSE > ANXA1_MOUSE @ 109	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P08253	uniprotkb:P08253	-	-	-	-	-	Crabbe T	pubmed:8269931	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_HUMAN > MMP2_HUMAN @ 109	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P70269	uniprotkb:P52480	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATE_MOUSE > KPYM_MOUSE @ 109	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P55210	uniprotkb:Q92804	-	-	-	-	-	Alves J	pubmed:19426707	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCASP7_HUMAN > RBP56_HUMAN @ 109	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:Q99542	uniprotkb:Q03405	-	-	-	-	-	Andolfo A	pubmed:12195704	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP19_HUMAN > UPAR_HUMAN @ 109	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P18242	uniprotkb:P62960	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATD_MOUSE > YBOX1_MOUSE @ 109	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:Q14790	uniprotkb:P54259	-	-	-	-	-	-	-	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCASP8_HUMAN > ATN1_HUMAN @ 109	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P04187	uniprotkb:Q3UMU9	-	-	-	-	-	Van Damme P	pubmed:18836177	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CGRAB_MOUSE > HDGR2_MOUSE @ 109	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P07711	uniprotkb:Q9Y251	-	-	-	-	-	Abboud-Jarrous G	pubmed:18450756	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATL1_HUMAN > HPSE_HUMAN @ 109	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:P52480	-	-	-	-	-	Prudova A	pubmed:20305284	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > KPYM_MOUSE @ 109	unknown:0.0|unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P20918	uniprotkb:P35456	-	-	-	-	-	Andolfo A	pubmed:12195704	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CPLMN_MOUSE > UPAR_MOUSE @ 109	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P08254	uniprotkb:P02679	-	-	-	-	-	Bini A	pubmed:10529239	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP3_HUMAN > FIBG_HUMAN @ 109	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P42574	uniprotkb:P54259	-	-	-	-	-	Ellerby LM	pubmed:10085113	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCASP3_HUMAN > ATN1_HUMAN @ 109	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:Q9Y5K2	uniprotkb:P16519	-	-	-	-	-	Matsumura M	''	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CKLK4_HUMAN > NEC2_HUMAN @ 109	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P18242	uniprotkb:P10107	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATD_MOUSE > ANXA1_MOUSE @ 109	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:Q9Y5K2	uniprotkb:P29120	-	-	-	-	-	Matsumura M	''	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CKLK4_HUMAN > NEC1_HUMAN @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:P21550	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > ENOB_MOUSE @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:Q91WV0	-	-	-	-	-	auf dem Keller U	pubmed:20305283	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > NC2B_MOUSE @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P07477	uniprotkb:P15086	-	-	-	-	-	Yamamoto KK	pubmed:1370825	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CTRY1_HUMAN > CBPB1_HUMAN @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33894	uniprotkb:P01149	-	-	-	-	-	-	-	taxid:4932(Yeast)	taxid:4932(Yeast)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CSTE13_YEAST > MFAL1_YEAST @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P13134	uniprotkb:P36135	-	-	-	-	-	-	pubmed:18625069	taxid:4932(Yeast)	taxid:4932(Yeast)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CKEX2_YEAST > UTH1_YEAST @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P63239	uniprotkb:P63239	-	-	-	-	-	Boudreault A	pubmed:9882569	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CNEC1_MOUSE > NEC1_MOUSE @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:P35700	-	-	-	-	-	auf dem Keller U	pubmed:20305283	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > PRDX1_MOUSE @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P07339	uniprotkb:P69905	-	-	-	-	-	Brindley PJ	pubmed:11166391	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATD_HUMAN > HBA_HUMAN @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P28862	uniprotkb:P10493	-	-	-	-	-	Walker PD	pubmed:9607199	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP3_MOUSE > NID1_MOUSE @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P70269	uniprotkb:Q8VDM6	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATE_MOUSE > HNRL1_MOUSE @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P21661	uniprotkb:P41539	-	-	-	-	-	Pan H	pubmed:16903874	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CNEC2_MOUSE > TKN1_MOUSE @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P70269	uniprotkb:Q3TW96	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATE_MOUSE > UAP1L_MOUSE @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P70269	uniprotkb:Q9WTP7	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATE_MOUSE > KAD3_MOUSE @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P18242	uniprotkb:P53026	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATD_MOUSE > RL10A_MOUSE @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P43235	uniprotkb:P43235	-	-	-	-	-	McQueney MS	pubmed:9153258	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATK_HUMAN > CATK_HUMAN @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P08473	uniprotkb:P23582	-	-	-	-	-	Watanabe Y	pubmed:9232196	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CNEP_HUMAN > ANFC_HUMAN @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P70269	uniprotkb:P52480	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATE_MOUSE > KPYM_MOUSE @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P18242	uniprotkb:Q9CZX8	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATD_MOUSE > RS19_MOUSE @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P70269	uniprotkb:P53026	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATE_MOUSE > RL10A_MOUSE @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:Q99542	uniprotkb:Q03405	-	-	-	-	-	Andolfo A	pubmed:12195704	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP19_HUMAN > UPAR_HUMAN @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P09237	uniprotkb:P48023	-	-	-	-	-	Vargo-Gogola T	pubmed:12464266	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP7_HUMAN > TNFL6_HUMAN @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P29121	uniprotkb:P29121	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CPCSK4_MOUSE > PCSK4_MOUSE @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:Q61139	uniprotkb:P29121	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CPCSK7_MOUSE > PCSK4_MOUSE @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:P17182	-	-	-	-	-	auf dem Keller U	pubmed:20305283	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > ENOA_MOUSE @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P70269	uniprotkb:Q9CR57	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATE_MOUSE > RL14_MOUSE @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:Q9Y5K2	uniprotkb:P15085	-	-	-	-	-	Matsumura M	''	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CKLK4_HUMAN > CBPA1_HUMAN @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:Q9Y5K2	uniprotkb:P15086	-	-	-	-	-	Matsumura M	''	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CKLK4_HUMAN > CBPB1_HUMAN @ 110	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P18242	uniprotkb:P10107	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATD_MOUSE > ANXA1_MOUSE @ 111	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P12544	uniprotkb:P16402	-	-	-	-	-	Van Damme P	pubmed:20536382	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CGRAA_HUMAN > H13_HUMAN @ 111	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:Q9NPA2	uniprotkb:Q03405	-	-	-	-	-	Andolfo A	pubmed:12195704	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP25_HUMAN > UPAR_HUMAN @ 111	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:O60235	uniprotkb:Q03405	-	-	-	-	-	Beaufort N	pubmed:17237151	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CTM11D_HUMAN > UPAR_HUMAN @ 111	unknown:0.0|unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P00747	uniprotkb:P50281	-	-	-	-	-	Okumura Y	pubmed:9037191	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CPLMN_HUMAN > MMP14_HUMAN @ 111	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:Q9Z0F8	uniprotkb:Q05928	-	-	-	-	-	Hinkle CL	pubmed:15066986	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CADA17_MOUSE > BTC_MOUSE @ 111	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P00747	uniprotkb:Q03405	-	-	-	-	-	Andolfo A	pubmed:12195704	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CPLMN_HUMAN > UPAR_HUMAN @ 111	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:O14672	uniprotkb:P04156	-	-	-	-	-	Laffont-Proust I	pubmed:16263114	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CADA10_HUMAN > PRIO_HUMAN @ 111	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P78536	uniprotkb:P04156	-	-	-	-	-	Alfa Cisse M	pubmed:17428986	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CADA17_HUMAN > PRIO_HUMAN @ 111	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33894	uniprotkb:P13134	-	-	-	-	-	-	-	taxid:4932(Yeast)	taxid:4932(Yeast)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CSTE13_YEAST > KEX2_YEAST @ 111	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
